combined_data1,combined_data2
1984.071233,13.9
1984.087671,14.7
1984.10411,18
1984.120548,13.6
1984.150685,14.1
1984.153425,13.5
1984.156164,11.7
1984.158904,15.1
1984.161644,11.2
1984.164384,13.5
1984.167123,12.6
1984.175342,12.1
1984.178082,14.5
1984.183562,14
1984.186301,13.8
1984.189041,10.5
1984.191781,13.8
1984.2,11.1
1984.208219,10.9
1984.216438,15.1
1984.227397,16.6
1984.238356,7.4
1984.243836,14
1984.252055,9.7
1984.257534,9.2
1984.276712,10.1
1984.282192,12
1984.284932,11.1
1984.287671,10.8
1984.30137,13.2
1984.30411,13
1984.315068,11.1
1984.328767,6.5
1984.358904,9.5
1984.369863,4.8
1984.380822,9.4
1984.389041,12.1
1984.416438,8.7
1984.441096,3.9
1984.454795,8.1
1984.460274,4.7
1984.463014,5.3
1984.471233,2.2
1984.473973,7.1
1984.482192,10.1
1984.487671,7.2
1984.490411,7.7
1984.512329,1.3
1984.523288,8.8
1984.534247,0.7
1984.536986,-0.1
1984.539726,0.9
1984.550685,4.6
1984.572603,6.4
1984.578082,7
1984.60274,11.7
1984.608219,9
1984.610959,6.3
1984.613699,8.7
1984.627397,8
1984.654795,7.3
1984.665753,9
1984.671233,9.2
1984.682192,4.6
1984.706849,5.5
1984.726027,6.2
1984.731507,9.1
1984.736986,7.5
1984.761644,10.3
1984.764384,7.9
1984.769863,16
1984.783562,17.2
1984.789041,8.7
1984.791781,5.9
1984.794521,4.8
1984.79726,7.4
1984.808219,6.5
1984.810959,9.8
1984.816438,11.3
1984.821918,9.6
1984.832877,8.5
1984.835616,12.6
1984.849315,9.2
1984.868493,12
1984.879452,13
1984.89589,8.8
1984.920548,12.6
1984.934247,12.8
1984.942466,10.5
1984.947945,12.2
1984.964384,16.8
1984.975342,14.2
1984.994521,12.6
1985,16.4
1985.021918,12.2
1985.024658,14.4
1985.027397,13.7
1985.038356,19.7
1985.041096,16.5
1985.054795,14.4
1985.060274,15.1
1985.063014,15.6
1985.068493,12.8
1985.071233,13.3
1985.076712,15.4
1985.079452,13.5
1985.082192,16.7
1985.087671,14.9
1985.123288,14.9
1985.131507,13
1985.134247,12.2
1985.142466,16.6
1985.145205,18.1
1985.147945,13.4
1985.150685,10.3
1985.172603,12.7
1985.19726,17
1985.20274,21.4
1985.216438,18.4
1985.221918,18.4
1985.227397,16.5
1985.230137,13.3
1985.238356,13.8
1985.243836,14
1985.249315,16.4
1985.265753,16.2
1985.271233,15.9
1985.284932,21.8
1985.306849,8.6
1985.312329,8.7
1985.326027,12
1985.342466,13.6
1985.361644,11.3
1985.367123,9.8
1985.372603,7.8
1985.375342,4.5
1985.380822,6.9
1985.386301,8.5
1985.4,5.5
1985.40274,8.1
1985.416438,4.3
1985.419178,5.5
1985.430137,8.2
1985.435616,4.2
1985.438356,6.5
1985.443836,8.8
1985.446575,6.6
1985.449315,7.8
1985.454795,7.1
1985.460274,8.5
1985.473973,6.3
1985.479452,1.6
1985.50137,11
1985.506849,7.3
1985.509589,4.2
1985.523288,4.9
1985.526027,5.9
1985.542466,7.5
1985.550685,3.2
1985.569863,1.4
1985.608219,7.5
1985.616438,6.7
1985.654795,7.2
1985.684932,6.7
1985.709589,7.5
1985.715068,7.2
1985.726027,8.7
1985.747945,7.2
1985.761644,16.2
1985.843836,12.6
1985.849315,17.1
1985.863014,14.4
1985.865753,14
1985.906849,14
1985.915068,12.8
1985.920548,15.2
1985.923288,15
1985.931507,14.6
1985.936986,16.4
1985.950685,13.5
1985.953425,13.6
1985.964384,12.7
1985.978082,12
1985.986301,13.3
1985.99726,16.3
1986.005479,13.8
1986.010959,12.6
1986.016438,12.6
1986.021918,15.4
1986.024658,11.9
1986.027397,13.8
1986.035616,12.5
1986.038356,12.2
1986.046575,11.6
1986.049315,13.1
1986.079452,15.8
1986.087671,14.6
1986.09589,11.6
1986.09863,13.6
1986.106849,15.8
1986.123288,19.5
1986.136986,13.8
1986.180822,20
1986.186301,12.7
1986.19726,11.9
1986.213699,15.6
1986.219178,18.5
1986.224658,16.5
1986.227397,16.2
1986.235616,18
1986.241096,11.7
1986.265753,11.8
1986.268493,7.2
1986.284932,12.3
1986.290411,12.8
1986.293151,12.4
1986.350685,12.4
1986.358904,6.9
1986.383562,12.1
1986.386301,10.4
1986.394521,11.3
1986.405479,10.7
1986.419178,4.3
1986.443836,9.7
1986.528767,4.8
1986.531507,4.4
1986.534247,4.4
1986.539726,10.6
1986.550685,9.7
1986.561644,11
1986.564384,2.5
1986.567123,2.1
1986.569863,5.4
1986.572603,6.2
1986.575342,7.8
1986.583562,9.3
1986.594521,7.7
1986.59726,9.3
1986.6,9.1
1986.605479,3.6
1986.630137,7.3
1986.638356,6.6
1986.652055,7.1
1986.657534,9.7
1986.665753,5.4
1986.687671,9
1986.693151,9.1
1986.69589,9.6
1986.720548,6.6
1986.728767,10.6
1986.731507,8.6
1986.734247,11.3
1986.736986,12.5
1986.739726,9.9
1986.747945,7.8
1986.758904,8.7
1986.761644,10.5
1986.764384,12.2
1986.767123,10.6
1986.769863,8.3
1986.775342,9
1986.780822,7.2
1986.789041,7.3
1986.79726,14.7
1986.838356,10.4
1986.841096,9.1
1986.846575,21
1986.863014,12.5
1986.873973,14.8
1986.89589,11.5
1986.906849,11.6
1986.909589,11.2
1986.912329,12.6
1986.934247,20.2
1986.953425,9.8
1986.956164,8.5
1986.969863,10.2
1986.994521,13.2
1987.00274,12.3
1987.027397,13.2
1987.049315,11.8
1987.065753,11.5
1987.068493,13.8
1987.071233,15.7
1987.076712,11.5
1987.087671,16.5
1987.10411,15.2
1987.109589,11.9
1987.123288,16
1987.131507,15.6
1987.136986,17.7
1987.145205,10.5
1987.150685,12
1987.153425,10.4
1987.169863,13.4
1987.180822,10.4
1987.191781,9.5
1987.210959,18.7
1987.213699,15
1987.235616,12.3
1987.241096,10.2
1987.254795,12.5
1987.279452,17.7
1987.290411,7.8
1987.29589,10.4
1987.306849,7.8
1987.312329,9.1
1987.317808,11.9
1987.328767,11.6
1987.350685,7.1
1987.358904,10.6
1987.361644,12.8
1987.375342,11.8
1987.378082,10.7
1987.424658,11
1987.427397,10.2
1987.430137,6.6
1987.438356,8.9
1987.441096,13
1987.443836,12.6
1987.452055,7.8
1987.454795,9
1987.465753,6.2
1987.468493,11.9
1987.476712,9.6
1987.50137,2.7
1987.523288,9.1
1987.526027,7.9
1987.528767,5
1987.531507,2.8
1987.539726,5.4
1987.575342,7
1987.578082,8.8
1987.583562,9
1987.59726,9
1987.6,5.3
1987.60274,8.9
1987.605479,8.7
1987.619178,9.1
1987.624658,9.9
1987.630137,4.2
1987.632877,4.3
1987.654795,10.1
1987.660274,9.7
1987.663014,5
1987.665753,6.1
1987.668493,5.4
1987.671233,5.8
1987.679452,4.8
1987.712329,7.8
1987.715068,9.2
1987.717808,15
1987.731507,14
1987.734247,14.9
1987.739726,19.2
1987.742466,17
1987.745205,13
1987.764384,12
1987.769863,8.7
1987.789041,14.5
1987.794521,9.9
1987.8,11.3
1987.805479,10.9
1987.808219,9.2
1987.819178,9.8
1987.821918,13.1
1987.860274,11.1
1987.876712,13.5
1987.882192,18.4
1987.89863,11.6
1987.928767,12.7
1987.978082,11.4
1987.980822,11.2
1988.00274,15.3
1988.005479,14.3
1988.021918,18.7
1988.052055,16.2
1988.079452,21.4
1988.087671,14.1
1988.093151,14.5
1988.09863,13.9
1988.10411,9.2
1988.120548,16.5
1988.123288,14.9
1988.131507,13.6
1988.136986,14.1
1988.150685,16.2
1988.153425,13.3
1988.158904,18.4
1988.175342,14.8
1988.194521,10
1988.20274,11.8
1988.213699,15.3
1988.219178,13.7
1988.235616,16.7
1988.246575,18.2
1988.263014,15.9
1988.290411,10.6
1988.29863,12.7
1988.30137,10.5
1988.30411,12
1988.306849,11.1
1988.315068,13.3
1988.317808,15.9
1988.326027,17.6
1988.331507,13.7
1988.334247,15.2
1988.336986,14.5
1988.339726,14.9
1988.345205,16.4
1988.347945,14.5
1988.356164,11.2
1988.361644,12
1988.383562,10.4
1988.386301,10
1988.410959,9.3
1988.416438,7.8
1988.432877,11.1
1988.446575,5
1988.452055,12.1
1988.457534,6.1
1988.471233,7
1988.479452,10.6
1988.487671,8
1988.490411,10
1988.493151,6.7
1988.553425,9.5
1988.564384,8.5
1988.572603,9.6
1988.578082,7.1
1988.6,6.7
1988.608219,8.6
1988.613699,3.9
1988.616438,4.8
1988.627397,12.4
1988.635616,9.7
1988.641096,7.9
1988.646575,7.7
1988.652055,8.7
1988.660274,8.8
1988.663014,9.7
1988.668493,11.8
1988.690411,13
1988.693151,15.2
1988.69863,11.5
1988.706849,5.2
1988.712329,10.7
1988.750685,12.4
1988.758904,14.7
1988.791781,11.2
1988.794521,8.7
1988.813699,9.7
1988.816438,6.3
1988.819178,14.3
1988.835616,11.6
1988.868493,16.9
1988.873973,7.5
1988.876712,8.6
1988.890411,12.8
1988.906849,11.9
1988.912329,11.4
1988.934247,12.5
1988.939726,16.1
1988.942466,20.2
1988.947945,11
1988.964384,16.6
1988.972603,13.6
1988.978082,15.2
1988.983562,19.8
1988.99726,14.8
1989,14.1
1989.005479,17.4
1989.027397,13.6
1989.030137,12.6
1989.032877,13.8
1989.035616,12.1
1989.038356,13.4
1989.041096,17.3
1989.043836,19.4
1989.054795,16
1989.057534,14.5
1989.065753,12.5
1989.068493,15.2
1989.09863,14.2
1989.10137,13.2
1989.10411,16.8
1989.112329,15.3
1989.117808,15.2
1989.161644,18.5
1989.172603,19.6
1989.20274,15
1989.205479,14.8
1989.210959,12.5
1989.219178,17.3
1989.227397,13.6
1989.235616,9.5
1989.243836,9.7
1989.252055,15.1
1989.268493,11.9
1989.271233,13.9
1989.273973,13.5
1989.276712,15.3
1989.279452,13.9
1989.29863,8.6
1989.30137,9
1989.30411,9.6
1989.306849,10.2
1989.315068,11
1989.317808,11.9
1989.323288,15.8
1989.331507,14.2
1989.342466,10.4
1989.345205,10.3
1989.350685,10.5
1989.383562,7.4
1989.386301,5.2
1989.39726,10.7
1989.4,9
1989.40274,10.2
1989.405479,10.3
1989.432877,9
1989.441096,7.2
1989.449315,6.2
1989.452055,9.5
1989.457534,9.7
1989.473973,5
1989.479452,5.3
1989.484932,2.3
1989.490411,0.5
1989.493151,2.4
1989.50411,9.7
1989.506849,6.9
1989.528767,7.1
1989.542466,5.3
1989.558904,3.1
1989.578082,8
1989.580822,7.6
1989.586301,7.5
1989.594521,7.1
1989.59726,7.6
1989.6,7.6
1989.605479,7
1989.608219,10.5
1989.616438,5.8
1989.638356,5.1
1989.643836,7
1989.663014,4
1989.676712,8.6
1989.679452,8.9
1989.709589,7.4
1989.723288,7.2
1989.734247,9.2
1989.769863,9.7
1989.772603,9.4
1989.789041,11.2
1989.791781,7.5
1989.8,12.9
1989.830137,13.5
1989.843836,12.5
1989.846575,15
1989.849315,13.3
1989.865753,12.5
1989.868493,9.4
1989.873973,13.2
1989.882192,10.9
1989.906849,13.1
1989.915068,17.7
1989.923288,13.7
1989.926027,13.3
1989.939726,14.1
1989.947945,14.8
1989.958904,12.6
1989.961644,12.1
1989.972603,12.3
1989.980822,12.7
1989.986301,16
1989.994521,10.4
1990.008219,15.6
1990.010959,14.5
1990.016438,15.3
1990.032877,19
1990.043836,10.7
1990.046575,11.5
1990.060274,14.3
1990.063014,14.3
1990.084932,16.1
1990.087671,12
1990.093151,14.8
1990.09863,14.4
1990.10137,12.9
1990.106849,15.9
1990.112329,17.6
1990.117808,15
1990.123288,14.1
1990.126027,17.3
1990.136986,14
1990.142466,16.3
1990.156164,16.5
1990.164384,19.3
1990.169863,19
1990.175342,19.3
1990.183562,10.3
1990.186301,13
1990.191781,15
1990.19726,9.2
1990.232877,18
1990.235616,20.6
1990.238356,14.2
1990.257534,12.2
1990.265753,15.8
1990.268493,15.2
1990.282192,18.4
1990.284932,15.1
1990.309589,11.2
1990.312329,12.7
1990.361644,12.3
1990.364384,11.1
1990.380822,9.4
1990.389041,4.5
1990.394521,10
1990.4,10.7
1990.408219,4.5
1990.421918,8.4
1990.424658,8.5
1990.443836,7.2
1990.452055,5.4
1990.460274,9.3
1990.463014,7.7
1990.476712,10.6
1990.484932,5.2
1990.487671,5.9
1990.49863,7.4
1990.50137,7.3
1990.509589,9.3
1990.528767,5
1990.550685,8.3
1990.553425,9.7
1990.586301,9.8
1990.591781,8.6
1990.594521,10.6
1990.6,7.7
1990.60274,8.6
1990.641096,6.1
1990.646575,7.6
1990.649315,7.4
1990.652055,8
1990.665753,7.9
1990.668493,6
1990.682192,10.3
1990.684932,7.5
1990.693151,10.5
1990.712329,3.7
1990.715068,7.3
1990.717808,11.6
1990.739726,4.6
1990.769863,6
1990.789041,15.8
1990.794521,10.5
1990.79726,11.3
1990.813699,12.4
1990.832877,14.8
1990.852055,19.2
1990.857534,13.1
1990.863014,8.6
1990.865753,12.6
1990.868493,13.8
1990.879452,8.8
1990.882192,10.7
1990.884932,9.9
1990.887671,8.3
1990.890411,15
1990.90411,12.9
1990.912329,14.7
1990.928767,20.5
1990.964384,17.2
1990.983562,12.9
1990.986301,14.6
