combined_data1,combined_data2
1981.279452,206
1981.328767,288
1981.350685,322
1981.369863,293
1981.408219,287
1981.413699,201
1981.441096,284
1981.449315,235
1981.471233,221
1981.473973,271
1981.476712,324
1981.49589,298
1981.509589,208
1981.528767,186
1981.531507,256
1981.556164,302
1981.558904,291
1981.591781,296
1981.60274,208
1981.613699,295
1981.616438,283
1981.621918,233
1981.627397,269
1981.649315,275
1981.663014,203
1981.673973,279
1981.723288,267
1981.728767,300
1981.769863,303
1981.780822,231
1981.808219,270
1981.830137,270
1981.832877,220
1981.852055,241
1981.854795,195
1981.868493,243
1981.873973,166
1981.879452,268
1981.884932,262
1981.945205,282
1981.947945,214
1981.994521,271
1982.021918,271
1982.060274,238
1982.065753,204
1982.10137,189
1982.126027,272
1982.131507,251
1982.147945,331
1982.164384,274
1982.19726,219
1982.210959,261
1982.230137,272
1982.238356,204
1982.263014,316
1982.268493,289
1982.315068,202
1982.317808,267
1982.320548,300
1982.326027,303
1982.331507,251
1982.356164,252
1982.358904,277
1982.383562,280
1982.427397,209
1982.443836,300
1982.49589,281
1982.49863,253
1982.50411,203
1982.512329,250
1982.528767,267
1982.545205,208
1982.547945,264
1982.561644,193
1982.586301,231
1982.589041,265
1982.591781,235
1982.6,173
1982.624658,259
1982.638356,223
1982.641096,184
1982.643836,239
1982.687671,265
1982.69589,223
1982.726027,290
1982.734247,237
1982.756164,198
1982.758904,240
1982.764384,261
1982.789041,234
1982.794521,196
1982.79726,271
1982.80274,266
1982.813699,181
1982.816438,244
1982.835616,216
1982.841096,262
1982.846575,265
1982.854795,244
1982.857534,221
1982.879452,261
1982.90411,267
1982.917808,255
1982.926027,183
1982.939726,250
1982.945205,176
1982.947945,162
1982.950685,227
1982.961644,265
1982.972603,252
1982.975342,200
1982.978082,209
1982.989041,223
1983.005479,178
1983.021918,192
1983.038356,246
1983.052055,236
1983.076712,240
1983.079452,197
1983.084932,232
1983.09589,253
1983.10137,145
1983.128767,260
1983.145205,275
1983.213699,223
1983.219178,273
1983.224658,267
1983.238356,261
1983.254795,199
1983.260274,278
1983.265753,283
1983.279452,276
1983.284932,281
1983.290411,197
1983.306849,243
1983.334247,256
1983.336986,283
1983.345205,311
1983.378082,245
1983.386301,201
1983.421918,258
1983.463014,194
1983.473973,260
1983.487671,264
1983.539726,179
1983.545205,237
1983.578082,184
1983.589041,268
1983.591781,284
1983.608219,265
1983.610959,240
1983.613699,252
1983.630137,268
1983.690411,276
1983.70411,252
1983.728767,267
1983.736986,248
1983.747945,307
1983.750685,187
1983.761644,284
1983.783562,269
1983.794521,239
1983.832877,228
1983.846575,204
1983.860274,257
1983.868493,188
1983.90137,279
1983.906849,193
1983.923288,171
1983.936986,285
1983.939726,244
1983.991781,283
1984.021918,194
1984.030137,242
1984.032877,252
1984.046575,249
1984.054795,248
1984.060274,184
1984.065753,253
1984.09863,187
1984.109589,254
1984.117808,174
1984.128767,297
1984.136986,178
1984.153425,193
1984.164384,253
1984.172603,221
1984.175342,195
1984.189041,264
1984.213699,207
1984.219178,252
1984.227397,266
1984.238356,278
1984.252055,187
1984.282192,278
1984.293151,284
1984.306849,215
1984.320548,313
1984.339726,269
1984.358904,307
1984.380822,295
1984.383562,189
1984.416438,284
1984.446575,257
1984.452055,266
1984.460274,181
1984.471233,273
1984.476712,263
1984.479452,179
1984.531507,290
1984.536986,207
1984.553425,270
1984.564384,264
1984.591781,240
1984.594521,195
1984.6,260
1984.60274,280
1984.621918,260
1984.624658,287
1984.641096,278
1984.690411,184
1984.69863,252
1984.736986,287
1984.753425,258
1984.758904,276
1984.783562,299
1984.816438,217
1984.824658,164
1984.827397,166
1984.838356,277
1984.841096,252
1984.846575,180
1984.854795,235
1984.890411,251
1984.906849,251
1984.912329,249
1984.920548,167
1984.926027,218
1984.989041,167
1985.008219,222
1985.021918,235
1985.052055,168
1985.073973,164
1985.087671,217
1985.09863,254
1985.126027,266
1985.128767,193
1985.131507,171
1985.175342,252
1985.194521,268
1985.208219,179
1985.213699,283
1985.216438,260
1985.230137,239
1985.276712,264
1985.293151,259
1985.30137,196
1985.342466,183
1985.353425,287
1985.389041,275
1985.413699,259
1985.421918,278
1985.427397,272
1985.432877,298
1985.452055,260
1985.490411,297
1985.50137,263
1985.528767,266
1985.542466,263
1985.575342,236
1985.580822,247
1985.583562,241
1985.586301,257
1985.6,261
1985.60274,298
1985.652055,246
1985.654795,271
1985.660274,265
1985.679452,256
1985.715068,282
1985.728767,259
1985.736986,267
1985.742466,218
1985.745205,165
1985.778082,270
1985.783562,151
1985.791781,267
1985.80274,191
1985.827397,246
1985.835616,210
1985.868493,241
1985.879452,180
1985.90137,224
1985.90411,248
1985.915068,186
1985.917808,162
1985.931507,251
1985.950685,238
1985.991781,223
1986.00274,161
1986.013699,165
1986.019178,247
1986.030137,162
1986.035616,234
1986.041096,217
1986.046575,231
1986.10137,239
1986.115068,254
1986.120548,285
1986.131507,246
1986.147945,171
1986.156164,227
1986.175342,264
1986.178082,259
1986.180822,306
1986.205479,183
1986.213699,281
1986.216438,230
1986.230137,259
1986.241096,167
1986.246575,219
1986.254795,262
1986.260274,197
1986.263014,174
1986.279452,207
1986.282192,190
1986.29589,245
1986.30137,185
1986.30411,263
1986.328767,264
1986.334247,261
1986.339726,167
1986.380822,228
1986.4,270
1986.427397,265
1986.443836,257
1986.452055,175
1986.460274,247
1986.471233,167
1986.473973,180
1986.479452,198
1986.487671,276
1986.490411,182
1986.49589,218
1986.49863,247
1986.50137,271
1986.509589,187
1986.536986,235
1986.558904,243
1986.59726,254
1986.638356,255
1986.643836,141
1986.671233,275
1986.687671,239
1986.693151,246
1986.69863,281
1986.712329,264
1986.745205,280
1986.753425,286
1986.761644,182
1986.767123,256
1986.775342,306
1986.80274,231
1986.808219,222
1986.810959,224
1986.821918,224
1986.843836,221
1986.852055,265
1986.854795,154
1986.857534,188
1986.860274,205
1986.863014,224
1986.871233,252
1986.887671,243
1986.906849,244
1986.915068,161
1986.917808,226
1986.928767,256
1986.931507,162
1986.942466,205
1986.975342,216
1986.989041,183
1986.991781,167
1987.005479,201
1987.024658,236
1987.043836,227
1987.054795,235
1987.071233,220
1987.073973,246
1987.076712,208
1987.087671,196
1987.10411,149
1987.106849,167
1987.120548,238
1987.128767,209
1987.142466,185
1987.150685,250
1987.161644,193
1987.164384,182
1987.167123,256
1987.169863,264
1987.210959,253
1987.238356,197
1987.260274,215
1987.271233,329
1987.276712,186
1987.279452,203
1987.306849,268
1987.383562,268
1987.394521,185
1987.410959,187
1987.421918,261
1987.424658,243
1987.427397,280
1987.438356,252
1987.443836,241
1987.452055,172
1987.457534,270
1987.49863,260
1987.512329,265
1987.517808,283
1987.536986,257
1987.545205,156
1987.556164,272
1987.561644,239
1987.575342,209
1987.589041,221
1987.591781,274
1987.608219,254
1987.624658,175
1987.635616,257
1987.638356,264
1987.646575,242
1987.654795,230
1987.657534,264
1987.676712,240
1987.720548,174
1987.726027,261
1987.750685,232
1987.769863,247
1987.789041,269
1987.810959,248
1987.816438,177
1987.835616,150
1987.854795,164
1987.857534,235
1987.860274,225
1987.884932,250
1987.89863,230
1987.912329,165
1987.942466,262
1987.945205,278
1987.947945,198
1987.958904,272
1987.969863,184
1987.972603,234
1987.975342,227
1987.978082,225
1987.983562,155
1988.005479,136
1988.008219,168
1988.013699,235
1988.016438,261
1988.019178,238
1988.035616,268
1988.043836,190
1988.082192,141
1988.126027,223
1988.131507,256
1988.142466,178
1988.153425,252
1988.158904,149
1988.169863,230
1988.194521,264
1988.19726,181
1988.221918,229
1988.224658,279
1988.227397,266
1988.238356,192
1988.243836,252
1988.293151,220
1988.29589,167
1988.30137,263
1988.317808,291
1988.326027,276
1988.342466,268
1988.350685,191
1988.364384,275
1988.369863,210
1988.372603,191
1988.378082,285
1988.380822,233
1988.421918,283
1988.460274,285
1988.468493,194
1988.479452,263
1988.484932,189
1988.490411,258
1988.509589,277
1988.512329,243
1988.542466,156
1988.558904,291
1988.578082,278
1988.605479,274
1988.638356,198
1988.668493,224
1988.690411,280
1988.706849,275
1988.712329,282
1988.734247,199
1988.761644,256
1988.764384,264
1988.767123,265
1988.794521,171
1988.80274,236
1988.819178,241
1988.838356,238
1988.841096,253
1988.849315,193
1988.857534,245
1988.860274,246
1988.884932,251
1988.90137,236
1988.926027,177
1988.961644,277
1988.975342,255
1988.978082,256
1989.030137,280
1989.038356,182
1989.054795,245
1989.057534,200
1989.106849,250
1989.120548,237
1989.126027,256
1989.147945,286
1989.153425,193
1989.205479,300
1989.208219,276
1989.210959,186
1989.213699,209
1989.227397,238
1989.243836,323
1989.249315,215
1989.252055,216
1989.254795,290
1989.284932,299
1989.290411,231
1989.30411,316
1989.336986,285
1989.342466,266
1989.383562,216
1989.413699,279
1989.421918,200
1989.432877,295
1989.435616,290
1989.441096,229
1989.471233,323
1989.473973,327
1989.487671,293
1989.515068,308
1989.520548,208
1989.528767,282
1989.531507,300
1989.539726,225
1989.550685,275
1989.564384,275
1989.572603,285
1989.575342,198
1989.589041,302
1989.646575,248
1989.676712,201
1989.687671,283
1989.693151,227
1989.69589,285
1989.734247,279
1989.742466,306
1989.745205,280
1989.747945,218
1989.756164,278
1989.764384,293
1989.767123,216
1989.772603,224
1989.775342,266
1989.783562,272
1989.79726,253
1989.80274,260
1989.805479,180
1989.808219,171
1989.813699,226
1989.816438,272
1989.824658,185
1989.860274,265
1989.863014,201
1989.871233,241
1989.873973,274
1989.876712,252
1989.887671,259
1989.915068,246
1989.926027,267
1989.958904,178
1989.978082,167
1989.980822,178
1989.99726,213
1990,189
1990.010959,298
1990.030137,272
1990.046575,269
1990.052055,248
1990.057534,190
1990.071233,263
1990.079452,255
1990.09589,184
1990.136986,262
1990.142466,294
1990.147945,291
1990.158904,262
1990.161644,271
1990.172603,207
1990.183562,292
1990.191781,222
1990.208219,205
1990.227397,218
1990.246575,237
1990.282192,280
1990.30137,341
1990.312329,300
1990.315068,307
1990.317808,342
1990.320548,327
1990.326027,218
1990.336986,301
1990.350685,330
1990.372603,319
1990.380822,223
1990.386301,240
1990.391781,339
1990.394521,330
1990.427397,286
1990.441096,228
1990.454795,280
1990.457534,253
1990.473973,305
1990.479452,215
1990.523288,334
1990.553425,220
1990.567123,290
1990.578082,299
1990.60274,289
1990.646575,286
1990.649315,264
1990.654795,268
1990.663014,280
1990.671233,175
1990.690411,217
1990.70137,315
1990.70411,309
1990.715068,354
1990.726027,256
1990.753425,279
1990.764384,203
1990.767123,200
1990.769863,229
1990.783562,224
1990.789041,268
1990.79726,252
1990.805479,220
1990.808219,265
1990.838356,293
1990.846575,262
1990.915068,260
1990.920548,177
1990.926027,261
1990.945205,256
1990.947945,279
1990.991781,335
1990.994521,237
