combined_data1,combined_data2
2004.9246,102599.388139296
2004.924715,108057.727119821
2004.924829,112837.650108935
2004.925057,103742.558557602
2004.925171,93405.2536703652
2004.925514,80778.8689599948
2004.925628,78999.2426610931
2004.925742,77799.5618948675
2004.926084,67754.8816458515
2004.926313,56962.352893313
2004.926427,53557.7309671273
2004.926541,50272.1280405878
2004.926655,48009.547098995
2004.926884,52307.4601254327
2004.927454,85857.6635403056
2004.927683,87279.3961693384
2004.927911,67974.605967908
2004.928139,57414.2291271104
2004.928253,56959.3247686888
2004.928596,49083.8985997976
2004.928824,43615.802071215
2004.928938,44068.3120900933
2004.929053,39605.5813477629
2004.929167,37475.3597317863
2004.929281,33046.5559447621
2004.929623,31026.955655055
2004.929737,32024.429337686
2004.929852,37573.581681408
2004.929966,40847.8190116504
2004.93008,45148.5806393456
2004.930308,54414.2118750736
2004.930651,54325.4676891912
2004.930765,56527.4912319712
2004.930879,52735.5471597496
2004.930993,55192.6003220208
2004.931107,52802.9468558992
2004.931221,53506.145905316
2004.93145,50421.7387781816
2004.931678,43531.9163601627
2004.931792,42098.4761148676
2004.931906,35893.2558856186
2004.932477,31481.8635372148
2004.932591,33070.413686471
2004.933162,57696.2980794144
2004.93339,58079.8996486712
2004.933619,56181.0653844752
2004.933847,53634.613323424
2004.933961,54419.2894215296
2004.934075,53052.1144869384
2004.934189,50954.808414064
2004.934418,40245
2004.934532,36423.1715172214
2004.934646,32862.7046158222
2004.934874,29028.5721395246
2004.934989,28847.1857154918
2004.935217,55223.2420645288
2004.935331,72266.9643366664
2004.935445,80883.7715297848
2004.935559,87918.214220656
2004.935788,91226
2004.935902,91778.4931129408
2004.93613,78133.241023628
2004.936244,69761.8977147384
2004.936473,61680.7252579032
2004.936587,58289.4194771088
2004.936701,55792.6794231312
2004.936815,54811.3060291048
2004.936929,50043.820094028
2004.937043,45475.8416194503
2004.937272,38624.7712052374
2004.937614,29635.5653057614
2004.937842,32506.1555118376
2004.937957,53181.1022479752
2004.938071,70535.2507520888
2004.938185,80362.2167733752
2004.938299,86554.1280802096
2004.938413,87539.7849043744
2004.938642,91474.8744432568
2004.938984,65249.9459329952
2004.939098,64664.4191706272
2004.939326,56993.5307916224
2004.939441,54305.5822388312
2004.939555,51523.2521386528
2004.939783,45549.5913132118
2004.939897,40666.0438230115
2004.940126,31671
2004.94024,29047.4355340325
2004.940468,26418.3771524688
2004.940696,51543.4229094888
2004.940925,77996.5424684352
2004.941039,84568.3741282136
2004.941267,92336.4371799144
2004.941495,83445.856063304
2004.94161,74962.6864027816
2004.941838,63641.4300033504
2004.941952,60730.07732538
2004.942066,57745.5626888288
2004.942295,51384.2083537787
2004.942409,49264
2004.942523,44518.6662843817
2004.942751,37012.2452812199
2004.942865,34134.1648801774
2004.942979,30817.4829611328
2004.943208,28921.1422469534
2004.943322,34124.6360773664
2004.943436,54369.519949164
2004.94355,72559.5952893264
2004.943664,79603.3645458104
2004.944235,85660.8637540408
2004.944349,74872.9326218824
2004.944463,66375.7262867256
2004.944578,62939.187695616
2004.944806,58782.182308112
2004.94492,56805.8596126448
2004.945148,50150.2379863856
2004.945263,44525.6860605904
2004.945491,39190.3096131792
2004.945605,36423.6366623298
2004.945947,35726.6828374884
2004.946176,59539.97677302
2004.946404,85855.9562331872
2004.946518,92292.4722558656
2004.946632,90515.5841881056
2004.946747,93223.1624631144
2004.946861,92415.4303728896
2004.947089,75752.3706850496
2004.947203,67520
2004.947546,57914.2562756272
2004.94766,53136.7789043192
2004.947774,51770.210169704
2004.947888,50281.9949541112
2004.948002,46538.4397732552
2004.948116,42618.366509232
2004.948231,39521.850609672
2004.948345,35830.2307329979
2004.948687,29855.9009710542
2004.948801,29966.8286643539
2004.94903,34528.6087663051
2004.949144,38559.2377893096
2004.949372,45711.7808146463
2004.949715,54346.6537431488
2004.949829,52282.9141918696
2004.949943,50309.9219656072
2004.950057,50900.3047185192
2004.950628,46865
2004.950856,41033.9586923734
2004.951199,31592.4293816897
2004.951313,28955.8416700388
2004.951541,28201.5721808539
2004.951655,28829.8465005317
2004.951769,28703.7192341722
2004.951884,32662.6071122577
2004.951998,37707.642088785
2004.952112,42564.133127904
2004.95234,49070.4034685024
2004.952454,52395.3365965
2004.952568,55136.8232492352
2004.952683,54640.37766056
2004.952797,54671.1476200112
2004.952911,55312.7896367472
2004.953139,51979.3594550784
2004.953368,46292.1304239794
2004.953596,40307.0436358238
2004.953824,33305.2309030402
2004.954167,29477.057990583
2004.954281,33781.5489921849
2004.954395,55709.8259611992
2004.954509,72836.5212646504
2004.954623,79390.304292516
2004.954737,83847.9977510568
2004.95508,90090.8336214816
2004.955194,83655.3734075816
2004.955651,57935.254456604
2004.955879,53220.1859784744
2004.956107,48399
2004.95645,38520.3851026707
2004.956564,36196.6770114658
2004.956678,33423.1396947462
2004.957021,33304.2817387671
2004.957135,53794.5991556336
2004.957249,72324.902057952
2004.957477,85672.8206597624
2004.957591,83661
2004.957705,88313.6779468648
2004.95782,91323.9569397456
2004.957934,85076.4362285712
2004.958048,73140.5458832456
2004.958162,64014.123374128
2004.958276,60864.7955537328
2004.95839,57203.4095609984
2004.958505,55244.6803257352
2004.958619,52074.3404578768
2004.958847,49256.5890594712
2004.958961,44207.1532257305
2004.959189,36846.2477372366
2004.959418,27474.1175019478
2004.959532,26454.9718090081
2004.959646,25532.1233717133
2004.95976,31036.2723276151
2004.959874,50650
2004.959989,68305.5589193808
2004.960103,75805.8984354952
2004.960217,79526.7823392864
2004.960445,81551.42675614
2004.960788,63554
2004.96113,50660.7873772984
2004.961358,45399.9969747064
2004.961473,44384.6683905087
2004.961701,38311.9376521921
2004.961815,34952.713254276
2004.961929,30711.8049193607
2004.9625,30497.8435958786
2004.962728,69994.2052267624
2004.962842,74193.284350572
2004.962957,77678.2678026072
2004.963071,75699.1757894024
2004.963185,79756.1285744768
2004.963527,62498.870171292
2004.963642,55072.8605425304
2004.96387,50863.8055671464
2004.963984,49944.8911457064
2004.964098,48313.8867270038
2004.964441,43379.5569222975
2004.964555,39902.4701201613
2004.964783,30818.633786501
2004.965011,27567.4377610855
2004.96524,33631.969161963
2004.965468,64139.6789588232
2004.965582,70816.2093073192
2004.965811,68427.7565310096
2004.965925,68818.3322990608
2004.96661,42220.2797019219
2004.966724,38303.625768647
2004.96718,34068.8649563443
2004.967295,30985.2597466874
2004.967409,29025
2004.967523,27472.8936971354
2004.967751,24529.7431053384
2004.967865,21979.3478885355
2004.968322,31008.2334111758
2004.968436,31011.5341792508
2004.96855,35254.869400635
2004.969007,37752.2102518804
2004.969235,35015.0985177528
2004.969349,37228.5878658462
2004.969806,32280.4374928338
2004.96992,33392.8896942943
2004.970034,29156.6421288635
2004.970148,26090
2004.970377,22875.9552303609
2004.970605,21917.5192742018
2004.970833,23156.6636708062
2004.971062,27853.0495273461
2004.971176,28611.2846603682
2004.97129,32932.4904798709
2004.971632,34510.4359915969
2004.97266,28830.6392488302
2004.973231,19798.7808479092
2004.974144,62107.3612556344
2004.974258,62452.6576007656
2004.974372,57675.4782801096
2004.9746,43284.8145253952
2004.974715,37339
2004.974829,37805.5552525038
2004.974943,36243.733728171
2004.975057,37187.2589706422
2004.975285,33438.2592081804
2004.9754,29468.7130336662
2004.975628,25637.1672299351
2004.975742,25900.079325885
2004.975856,21456.6166101249
2004.97597,22950.3866582652
2004.976084,20403.9190465527
2004.976199,26631.8360731586
2004.976541,51507.191256164
2004.977112,52964.5428337368
2004.97734,36645.328711168
2004.977454,35733.0828353592
2004.977568,33247.3885718446
2004.977683,33239.893953377
2004.978025,30134.7510825724
2004.978253,25512.0562762593
2004.978482,21786.7389778363
2004.97871,19712.3305390738
2004.978824,18701.4299155234
2004.978938,23591.5309468627
2004.979053,35423.7373017328
2004.979281,47695.236841084
2004.979509,46683.6742033576
2004.979737,50014.8651401504
2004.979852,46478.6126349744
2004.979966,39609.9650426928
2004.98008,35301.3571607885
2004.980194,33985.4281568736
2004.980879,27877.1825106982
2004.981107,23710.4094782242
2004.981678,18923.7900572027
2004.981906,32930.7149380527
2004.982249,37925.078592118
2004.982477,40344.583589528
2004.982591,37008.7851124896
2004.982705,30729.9760533214
2004.98282,28009
2004.982934,26971.8998738246
2004.983276,26401.0578659432
2004.98339,25821.8547308598
2004.983505,24671.5690000122
2004.983733,21251
2004.983847,20521.9204780175
2004.984189,16064.0525533449
2004.984418,17293.7493130048
2004.984532,21540.9535892688
2004.984646,24396.6559263117
2004.984874,26400.5517045586
2004.985217,24604.6755602619
2004.985331,22802
2004.985445,22827.461449341
2004.985559,22535.1652539897
2004.985788,20892.1785522974
2004.985902,20476.8386095788
2004.98613,20327.9119084554
2004.986587,18235.2158408989
2004.986701,17360.1292999961
2004.987043,14173.574030284
2004.987272,21113.7700562961
2004.987386,22428.7219932008
2004.9875,24044.6384711804
2004.987614,24845.3285150206
2004.987957,27779.443199432
2004.988071,28273.878623633
2004.988185,28976.2649244173
2004.988299,28739.6757915154
2004.988527,28431.8979072291
2004.988756,27726.6616096768
2004.98887,27933.4009223944
2004.988984,27631.7642496874
2004.989098,26679.6533391235
2004.989441,24209.6257053925
2004.989669,22541.6218087973
2004.989783,21776.7118604184
2004.989897,21336.5429325231
2004.990011,21393.8461456908
2004.990126,22726.8208261167
2004.990354,24331.9926443513
2004.990582,18775.3974358224
2004.990696,19348.0319328492
2004.990811,20638.2213860901
2004.991267,22862.0538622049
2004.991381,23406.8806890231
2004.991952,19904.3884634102
2004.992066,17994.4665800679
2004.992295,15064.0674236167
2004.992523,13486.7421531532
2004.992637,13983.5054797409
2004.992751,14715.4081993498
2004.992865,16112.6385305266
2004.992979,16822.1934988858
2004.993094,18654.7179457569
2004.993208,19229.0259333224
2004.993436,21200.7818662394
2004.99355,21890.3866091403
2004.993664,22225.133018731
2004.993893,23633.1449696473
2004.994007,23304.4747976387
2004.994121,23417.8320737869
2004.994349,22240.1193954226
2004.994463,21501.0335763342
2004.994578,20152
2004.994692,18642.4906413599
2004.994806,17647.02156559
2004.99492,15913.8466185788
2004.995148,13743.0758538782
2004.995605,16298.6518408079
2004.995833,21439.6325678588
2004.995947,23718.6827455464
2004.996062,23734.5705371209
2004.996176,24990.9194663047
2004.99629,25603.1853905766
2004.996518,25684.4232308106
2004.996747,27314.1673784206
2004.996861,26203.32291838
2004.996975,25719.3026821934
2004.997203,24970.1214636694
2004.997546,20946.8209498516
2004.997888,17525.9979822591
2004.998002,17418.0672620104
2004.998116,17959.6794286586
2004.998231,19334.4023885391
2004.998345,21867.1261673777
2004.998459,24377.7581544869
2004.998573,26851.2492249025
2004.998916,30372.3416578938
2004.99903,28899.4624916624
2004.999144,28352.6187606001
2004.999258,28100.6051174528
2004.999486,27934.237657768
2004.9996,27383.7554207629
2004.999715,27738.8630342407
2004.999829,28204.7269744452
2004.999943,26286.5729123213
2005.000171,22965.4293766963
2005.000285,22478.5001110478
2005.0004,19878.3226324822
2005.000628,17322.6954348469
2005.000742,16273.4289124426
2005.00097,18311.1403436899
2005.001084,21070.0605985911
2005.001199,23790.3858162762
2005.001313,23778.6207850225
2005.001541,27734.5653109642
2005.001655,28055.1488550243
2005.002112,27378.4725135302
2005.002226,26483.6735235269
2005.00234,27544.4749240786
2005.002454,27030.959256015
2005.002568,26585.6690172599
2005.002911,22038.799701328
2005.003139,19083.0930721735
2005.003368,17021.0881682639
2005.003482,15807.8813457963
2005.003596,16374.7605552302
2005.004167,24356.7213264537
2005.004395,25465.0926432355
2005.004509,26454.8512210114
2005.004737,23902.1004020438
2005.004852,23502.6313340994
2005.004966,22863.6643171812
2005.00508,21647.4600146651
2005.005194,21278.5652492362
2005.002797,19797.1343986522
2005.003025,18190.986129874
2005.003139,16869.6288648767
2005.003253,15704.1399370836
2005.003368,14784.620869609
2005.003596,14012.650515125
2005.003824,14764.4262085548
2005.003938,15900.6246864233
2005.004167,20102.6031247815
2005.004395,22828.6447934661
2005.004509,24594.2946201317
2005.004623,25318.7808910212
2005.004737,24799.7568983292
2005.005194,25705.8805960704
2005.005308,26067.5589804682
2005.005537,23849.3876199238
2005.005765,20420.5154042379
2005.005879,19032.9129111015
2005.005993,17862.727475871
2005.006107,16548.4151067517
2005.006221,16170.4554283014
2005.00645,16184.7905306265
2005.006564,18150.3625003638
2005.006906,22101.9550348452
2005.007021,24495.6114114742
2005.007249,26150.4260294647
2005.007363,27837.6818620046
2005.007477,27521.4025266314
2005.007591,26461.1588350943
2005.007705,26606.6543006553
2005.00782,27233.5061326947
2005.007934,27635.3654327766
2005.008048,26539.7961771696
2005.008162,25321.2493862098
2005.008276,23790.4483372052
2005.008505,21003.2515473966
2005.008733,17871.791463867
2005.008847,17230.2314409796
2005.008961,16807.655132952
2005.009075,16693.3508821574
2005.009189,16996.8802594124
2005.009304,19416.1029185686
2005.009418,22224.5524635946
2005.009646,25446.9666173956
2005.010217,30168.1865808934
2005.010331,29858.9782393385
2005.010674,28814.2249203177
2005.010902,26732.0781953504
2005.011473,16768.0521339305
2005.011587,16424.5717869867
2005.011815,18206.6408661071
2005.011929,27849.8046451092
2005.012043,35989.3963631984
2005.012386,46568.6838438544
2005.0125,48831.3367866712
2005.012614,50967.0715030592
2005.012957,37191.4507961584
2005.013071,34996.8636453383
2005.013413,30848.774546535
2005.013527,29975.5982339419
2005.013756,27607.7985521452
2005.01387,24792.1588647997
2005.014098,20890.7327344228
2005.014326,18331.9862101862
2005.014783,50746.8209397208
2005.014897,57359.3049802488
2005.015011,62248.8067916536
2005.015126,63315.9523449088
2005.01524,65428.424191096
2005.015468,62734.5247707064
2005.015582,52272.3779755448
2005.015811,42766.868728084
2005.015925,40088.3145877696
2005.016039,37992.8141590666
2005.016381,35050.5956412827
2005.016724,26068.7756114525
2005.017295,25379
2005.017523,53865.3538246352
2005.017637,58150.8375687192
2005.017751,63871.6068582848
2005.017865,65286
2005.017979,71860.8604570368
2005.018094,70495.5467738888
2005.018322,53550.7374656944
2005.018436,44919.7416162886
2005.01855,43110.4532818214
2005.018664,39991.7515010255
2005.018893,38222
2005.019007,38141.738113811
2005.019235,31792.4178112062
2005.019349,28448.5885675889
2005.019463,26367.8536253977
2005.019806,20063.5904515712
2005.020034,24864.6730973991
2005.020148,42038.1442000976
2005.020491,67098.4948909848
2005.020605,68015.164501308
2005.020719,70865.5310549712
2005.020833,70719.9635362048
2005.021062,51604.3248731392
2005.02129,41607.8066027136
2005.021404,41004.425683742
2005.021518,40550.4149097182
2005.021632,40956.7408404405
2005.021861,36440.8588316133
2005.021975,34790
2005.022089,32128.1394980554
2005.022203,30236.0312703738
2005.022317,27345.8548832115
2005.022546,22680.4148419006
2005.02266,21741.2344701933
2005.022888,22939.2574145074
2005.023231,33702.9079546558
2005.023345,35258.4325955551
2005.023459,37460.5513272694
2005.023687,40900.2519633076
2005.024144,40349.4116802972
2005.024258,38902.1077054013
2005.0246,35681.5372515575
2005.024715,34216.7953933114
2005.024829,32224.9234854686
2005.024943,29815.9339489902
2005.025057,28167.1334564968
2005.025171,26203.6477170232
2005.025285,24066.7431331935
2005.025514,23111.6033855416
2005.025628,23747.7548115545
2005.025856,30809.660048414
2005.02597,34010.4826300942
2005.026084,37324.7236185678
2005.026199,40785.3395915351
2005.026427,45943.6605867653
2005.026541,48492.2467927954
2005.026998,47440.0821068827
2005.027226,43246.6978823738
2005.027454,37690.5305212655
2005.027683,30440.0577979946
2005.027911,24342.043365983
2005.028025,24663.8929918874
2005.028139,24693.1987937312
2005.028368,51098.782322835
2005.028482,65434.8386783824
2005.02871,80879.4300034976
2005.029053,84129.6833990632
2005.029167,80838.7501040504
2005.029281,69806.6201112808
2005.029852,49760.1230178576
2005.029966,48224.3895726051
2005.03008,45987.5106253768
2005.030194,41514.9412587713
2005.030422,34145.7694892091
2005.030651,28465.9837421382
2005.030765,27146.7801149911
2005.030879,27335.1941344766
2005.031107,51936.6683676168
2005.031221,68482.5571078824
2005.03145,83365.344438132
2005.031564,84502.5216588808
2005.031792,88326.3514408744
2005.032021,70753.7981024832
2005.032135,63151.9645939136
2005.032249,60456.7452594424
2005.032363,57841.0671446918
2005.032705,49946.726235241
2005.03282,47080.8806361357
2005.033276,30038.4872465786
2005.033505,26282.5366174521
2005.033847,51816.207157936
2005.033961,66859.0851735672
2005.034189,82692.4247366896
2005.034304,81659.9104699456
2005.034418,86444.3627257544
2005.034874,60678.9702178504
2005.034989,57547.7550390976
2005.035103,55569.3861947048
2005.035331,50684.4548609903
2005.035445,50346.5944434531
2005.035788,36440.929459847
2005.035902,32896.3401568619
2005.03613,27515.3883096298
2005.036244,26094.477153448
2005.036358,27032.689575712
2005.036701,68904.8849867472
2005.036929,82263.8725986968
2005.037043,81962.4364071872
2005.037272,88519.8209660352
2005.037386,79226.4488611992
2005.0375,67510
2005.037614,57696.8358757184
2005.037728,54627.9570856147
2005.037957,51379.9637319408
2005.038185,45505.5087511477
2005.038299,42858.7601207374
2005.038527,36984.8365376799
2005.038756,28955.142221195
2005.03887,26034.3763539313
2005.038984,24392.7960868316
2005.039098,24334.842876976
2005.039212,29914.2070537451
2005.039441,67809.5029824664
2005.039555,75192
2005.040011,82946.5869673048
2005.040126,76679.6127079024
2005.04024,64796.9159851368
2005.040354,56124.6925508064
2005.040468,53280.2277207295
2005.040811,45625.5385754832
2005.041267,36369.9526048143
2005.041495,30031.2260155478
2005.041724,24675.8822436703
2005.042066,26755.6396607124
2005.042295,34991.4354060407
2005.042523,43022.1718922614
2005.042637,46200.3026123085
2005.042751,48614.9975574886
2005.042865,48804
2005.043094,47443.2423149717
2005.043208,48256.2882745212
2005.043436,44573.0494184329
2005.04355,44424.9434151886
2005.043664,42881.4702529126
2005.043779,42708.612405042
2005.044007,38624.9612089036
2005.044121,35508.1762990698
2005.044235,31981.713641701
2005.044349,29676.6832084942
2005.044692,25271.1146910467
2005.045034,35653.1385122146
2005.045148,40418.776288875
2005.045263,44502.1688865296
2005.045491,51597.4347213168
2005.045605,52835.3844872136
2005.045833,52162.6601891568
2005.045947,51823.4951687288
2005.046062,49528.3518978664
2005.046176,48228.8106500466
2005.046404,45900.6973825219
2005.046632,39031.1814375378
2005.046747,33858.0640772898
2005.046861,30378.5349757222
2005.046975,27570.6669673324
2005.047089,24791.5681836043
2005.047203,23937.9780587094
2005.047432,31794.2548090779
2005.047546,53095.1150420736
2005.047774,80240.2027742216
2005.047888,86194.2821428032
2005.048002,88114.5164075792
2005.048459,75096.5574530664
2005.048573,65621.99385424
2005.048687,61962.9887469416
2005.048801,58191.7738114632
2005.049144,51392.656427464
2005.049258,47291.6239309672
2005.049372,44060
2005.049715,33388.6831891734
2005.049829,30884.9980694003
2005.049943,29121.5671083131
2005.050171,32877.6635079134
2005.0504,70739.9362699944
2005.050514,79420.9013540576
2005.050742,89891.3917125496
2005.050856,92363
2005.051084,85473.4071782992
2005.051199,77338.4303250472
2005.051313,69810.4947949
2005.051541,64685.8944700544
2005.051655,60561.4281940914
2005.051884,55580.168864625
2005.051998,51060.4606017164
2005.052112,45823.6167069014
2005.052226,40641.5720907048
2005.052454,32445.8509596401
2005.053025,56472.9199867152
2005.053253,80625.1526162792
2005.053368,84952.9525772504
2005.053482,85951.8123164376
2005.05371,90306.2492778224
2005.053938,76304.7726429712
2005.054053,66001.0979467928
2005.054281,60288
2005.054395,57135.185040596
2005.054509,54699.2100331158
2005.054623,52807.2609724549
2005.054737,50730.9144623254
2005.055308,29680
2005.055422,28741.3249305077
2005.055537,28500.8072660482
2005.055765,55254.2155614856
2005.056107,86851.6217191392
2005.056336,93628.1652568496
2005.05645,91876.7819594768
2005.056792,66156
2005.056906,62986.3005599
2005.057135,57246.760555292
2005.057249,54641.565519756
2005.057363,53266.7233689536
2005.057591,45983.4406973489
2005.057934,34378.5520877666
2005.058048,31930.5232830729
2005.058162,31510.4252539915
2005.05839,35902.6694894065
2005.058505,55222.4361600856
2005.058619,73560.8192202864
2005.058847,83003.7282360448
2005.059304,76707.984791524
2005.059418,63239.8400577288
2005.059646,56307.9055180744
2005.05976,53412.4117278864
2005.059989,48662.2912357802
2005.060217,46673.4599152176
2005.060331,44128.2319853342
2005.060445,41771.586555893
2005.060559,37995.3978191008
2005.060674,34546.8286466307
2005.060788,32936.9316051334
2005.061016,29459.9216647106
2005.06113,29911.5526928674
2005.061244,31444.8274522306
2005.061473,39791.4957955622
2005.061701,47104.1085872001
2005.062043,54156.0641428612
2005.063071,44891.5788128376
2005.063185,42296.2463323208
2005.063299,39147.6168169928
2005.063527,33863.0841928086
2005.063642,32177.0694110466
2005.063756,29927.82273509
2005.06387,28949.3031707125
2005.063984,30533.1906250331
2005.064098,33938.9425434049
2005.064326,43021.2513830448
2005.065011,53526.3873866896
2005.065126,53737.4362672176
2005.06524,52364.533817812
2005.065354,50889.49933232
2005.065582,48893.2491454576
2005.065696,48200.2088719328
2005.065811,43254.819387976
2005.065925,38513.9318624585
2005.066153,30901.9029864102
2005.066267,28659.3591928427
2005.066381,27662.7646429318
2005.066495,28239.0834165697
2005.066724,57627.265319036
2005.066952,83177.8496552008
2005.067066,86441.4647890464
2005.067409,94055.1283048728
2005.067751,67839.8750614336
2005.067979,61105.3993796416
2005.068208,54417.1137272424
2005.068322,50811.0843130467
2005.06855,43701.2488183116
2005.069121,27811.4041483795
2005.069235,25677.4580569574
2005.069349,31652.8452161416
2005.069463,55886.4549110472
2005.069806,91419.2505674672
2005.070034,93611
2005.070377,73586.8305975944
2005.070833,58759.4231741304
2005.070947,55576.2679720552
2005.071062,52467.4401207368
2005.07129,45798.8440440911
2005.071404,39859.9749918359
2005.071518,36084.2914449536
2005.071632,33738.8837234095
2005.071975,29657.8758763025
2005.072089,37131.0560195376
2005.072317,74677.3916352224
2005.07266,90175.823439036
2005.072774,91528.3484350544
2005.072888,91017.8692530952
2005.073002,84649.3863592992
2005.073231,66221.1250869296
2005.073459,61476.54507102
2005.073801,51672.9878911224
2005.074144,39639.3920267862
2005.074258,34403
2005.074372,30900.8558478097
2005.074715,27790.8775401712
2005.075057,72690.7839453392
